Date,Name,Team
2016-10-27,Khris Middleton,Bucks
2016-10-27,Tony Snell,Bucks
2016-10-27,Kelly Olynyk,Celtics
2016-10-27,Marcus Smart,Celtics
2016-10-27,Tony Allen,Grizzlies
2016-10-27, Mike Scott,Hawks
2016-10-27,Giorgios Papagiannis ,Kings
2016-10-27,Skal Labissiere,Kings
2016-10-27,Ivica Zubac,Lakers
2016-10-27,Jodie Meeks,Magic
2016-10-27,Stephen Zimmerman Jr.,Magic
2016-10-27,A.J. Hammons,Mavericks
2016-10-27,Randy Foye,Nets
2016-10-27,Gary Harris,Nuggets
2016-10-27,Georges Niang,Pacers
2016-10-27,Rakeem Christmas,Pacers
2016-10-27,Reggie Bullock,Pistons
2016-10-27,Lucas Nogueira,Raptors
2016-10-27,Chinanu Onuaku,Rockets
2016-10-27,Derrick Jones Jr.,Suns
2016-10-27,John Jenkins,Suns
2016-10-27,Cameron Payne,Thunder
2016-10-27,Josh Huestis,Thunder
2016-10-27,John Lucas III,Timberwolves
2016-10-27,Nikola Pekovic,Timberwolves
2016-10-27,Meyers Leonard,Blazers
2016-10-27,Jerian Grant,Bulls
2016-10-27,Brice Johnson,Clippers
2016-10-27,Tiago Splitter,Hawks
2016-10-27,Danuel House,Wizards
2016-10-27,Ian Mahinmi,Wizards
2016-10-28,Nerlens Noel,76ers
2016-10-28,Danny Green,Spurs
2016-10-28,Patrick Beverley,Rockets
2016-10-28,Jared Sullinger,Raptors
2016-10-28,Jerryd Bayless,76ers
2016-10-28,Festus Ezeli,Blazers
2016-10-28,Shabazz Napier,Blazers
2016-10-28,Michael Beasley,Bucks
2016-10-28,Cristiano Felicio,Bulls
2016-10-28,Kay Felder,Cavaliers
2016-10-28,Paul Pierce,Clippers
2016-10-28,Brandan Wright,Grizzlies
2016-10-28,Chandler Parsons,Grizzlies
2016-10-28,Jarell Martin,Grizzlies
2016-10-28,Chris Bosh,Heat
2016-10-28,Josh McRoberts,Heat
2016-10-28,Wayne Ellington,Heat
2016-10-28,Frank Kaminsky,Hornets
2016-10-28,Alec Burks,Jazz
2016-10-28,Jose Calderon,Lakers
2016-10-28,Devin Harris,Mavericks
2016-10-28,Caris LeVert,Nets
2016-10-28,Darrell Arthur,Nuggets
2016-10-28,Aaron Brooks,Pacers
2016-10-28,Quincy Pondexter,Pelicans
2016-10-28,Tyreke Evans,Pelicans
2016-10-28,Reggie Jackson ,Pistons
2016-10-28,Delon Wright,Raptors
2016-10-28,Tim Quarterman,Blazers
2016-10-28,Gordon Hayward,Jazz
2016-10-28,Marshall Plumlee,Knicks
2016-10-28,Maurice N'dour,Knicks
2016-10-28,Dejounte Murray,Spurs
2016-10-28,James McAdoo ,Warriors
2016-10-28,Ben Simmons,76ers
2016-10-28,Khris Middleton,Bucks
2016-10-28,Tony Snell,Bucks
2016-10-28,Kelly Olynyk,Celtics
2016-10-28,Marcus Smart,Celtics
2016-10-28,Tony Allen,Grizzlies
2016-10-28, Mike Scott,Hawks
2016-10-28,Giorgios Papagiannis ,Kings
2016-10-28,Skal Labissiere,Kings
2016-10-28,Ivica Zubac,Lakers
2016-10-28,Jodie Meeks,Magic
2016-10-28,Randy Foye,Nets
2016-10-28,Gary Harris,Nuggets
2016-10-28,Rakeem Christmas,Pacers
2016-10-28,Reggie Bullock,Pistons
2016-10-28,Lucas Nogueira,Raptors
2016-10-28,Chinanu Onuaku,Rockets
2016-10-28,Derrick Jones Jr.,Suns
2016-10-28,John Jenkins,Suns
2016-10-28,Cameron Payne,Thunder
2016-10-28,Josh Huestis,Thunder
2016-10-28,John Lucas III,Timberwolves
2016-10-28,Nikola Pekovic,Timberwolves
2016-10-28,Meyers Leonard,Blazers
2016-10-28,Jerian Grant,Bulls
2016-10-28,Brice Johnson,Clippers
2016-10-28,Tiago Splitter,Hawks
2016-10-28,Danuel House,Wizards
2016-10-28,Ian Mahinmi,Wizards
2016-10-28,Aaron Harrison,Hornets
2016-10-28,Ron Baker,Knicks
2016-10-28,Dirk Nowitzki,Mavericks
2016-10-28,Rodney Stuckey,Pacers
2016-10-29,Nerlens Noel,76ers
2016-10-29,Danny Green,Spurs
2016-10-29,Patrick Beverley,Rockets
2016-10-29,Jared Sullinger,Raptors
2016-10-29,Jerryd Bayless,76ers
2016-10-29,Festus Ezeli,Blazers
2016-10-29,Shabazz Napier,Blazers
2016-10-29,Michael Beasley,Bucks
2016-10-29,Cristiano Felicio,Bulls
2016-10-29,Paul Pierce,Clippers
2016-10-29,Brandan Wright,Grizzlies
2016-10-29,Chandler Parsons,Grizzlies
2016-10-29,Chris Bosh,Heat
2016-10-29,Josh McRoberts,Heat
2016-10-29,Wayne Ellington,Heat
2016-10-29,Alec Burks,Jazz
2016-10-29,Jose Calderon,Lakers
2016-10-29,Devin Harris,Mavericks
2016-10-29,Caris LeVert,Nets
2016-10-29,Darrell Arthur,Nuggets
2016-10-29,Aaron Brooks,Pacers
2016-10-29,Quincy Pondexter,Pelicans
2016-10-29,Tyreke Evans,Pelicans
2016-10-29,Reggie Jackson ,Pistons
2016-10-29,Delon Wright,Raptors
2016-10-29,Tim Quarterman,Blazers
2016-10-29,Gordon Hayward,Jazz
2016-10-29,Marshall Plumlee,Knicks
2016-10-29,James McAdoo ,Warriors
2016-10-29,Ben Simmons,76ers
2016-10-29,Khris Middleton,Bucks
2016-10-29,Kelly Olynyk,Celtics
2016-10-29,Marcus Smart,Celtics
2016-10-29,Tony Allen,Grizzlies
2016-10-29, Mike Scott,Hawks
2016-10-29,Giorgios Papagiannis ,Kings
2016-10-29,Skal Labissiere,Kings
2016-10-29,Ivica Zubac,Lakers
2016-10-29,Jodie Meeks,Magic
2016-10-29,Randy Foye,Nets
2016-10-29,Gary Harris,Nuggets
2016-10-29,Reggie Bullock,Pistons
2016-10-29,Lucas Nogueira,Raptors
2016-10-29,Chinanu Onuaku,Rockets
2016-10-29,Derrick Jones Jr.,Suns
2016-10-29,John Jenkins,Suns
2016-10-29,Cameron Payne,Thunder
2016-10-29,Josh Huestis,Thunder
2016-10-29,John Lucas III,Timberwolves
2016-10-29,Nikola Pekovic,Timberwolves
2016-10-29,Meyers Leonard,Blazers
2016-10-29,Jerian Grant,Bulls
2016-10-29,Brice Johnson,Clippers
2016-10-29,Tiago Splitter,Hawks
2016-10-29,Danuel House,Wizards
2016-10-29,Ian Mahinmi,Wizards
2016-10-29,Aaron Harrison,Hornets
2016-10-29,Ron Baker,Knicks
2016-10-29,Dirk Nowitzki,Mavericks
2016-10-29,Rodney Stuckey,Pacers
2016-10-29,R.J. Hunter,Bulls
2016-10-29,Jeremy Lamb,Hornets
2016-10-29,Roy Hibbert,Hornets
2016-10-29,Stephen Zimmerman Jr.,Magic
2016-10-29,Brook Lopez,Nets
2016-10-29,Greivis Vasquez,Nets
2016-10-29, Tony Parker,Spurs
2016-10-29,Manu Ginobili,Spurs
2016-10-29,Patrick McCaw,Warriors
2016-10-30,Nerlens Noel,76ers
2016-10-30,Danny Green,Spurs
2016-10-30,Patrick Beverley,Rockets
2016-10-30,Jared Sullinger,Raptors
2016-10-30,Jerryd Bayless,76ers
2016-10-30,Festus Ezeli,Blazers
2016-10-30,Shabazz Napier,Blazers
2016-10-30,Michael Beasley,Bucks
2016-10-30,Cristiano Felicio,Bulls
2016-10-30,Paul Pierce,Clippers
2016-10-30,Brandan Wright,Grizzlies
2016-10-30,Chandler Parsons,Grizzlies
2016-10-30,Chris Bosh,Heat
2016-10-30,Josh McRoberts,Heat
2016-10-30,Wayne Ellington,Heat
2016-10-30,Alec Burks,Jazz
2016-10-30,Devin Harris,Mavericks
2016-10-30,Caris LeVert,Nets
2016-10-30,Darrell Arthur,Nuggets
2016-10-30,Aaron Brooks,Pacers
2016-10-30,Quincy Pondexter,Pelicans
2016-10-30,Tyreke Evans,Pelicans
2016-10-30,Reggie Jackson ,Pistons
2016-10-30,Delon Wright,Raptors
2016-10-30,Tim Quarterman,Blazers
2016-10-30,Gordon Hayward,Jazz
2016-10-30,Marshall Plumlee,Knicks
2016-10-30,Ben Simmons,76ers
2016-10-30,Khris Middleton,Bucks
2016-10-30,Kelly Olynyk,Celtics
2016-10-30,Marcus Smart,Celtics
2016-10-30, Mike Scott,Hawks
2016-10-30,Giorgios Papagiannis ,Kings
2016-10-30,Skal Labissiere,Kings
2016-10-30,Ivica Zubac,Lakers
2016-10-30,Jodie Meeks,Magic
2016-10-30,Randy Foye,Nets
2016-10-30,Gary Harris,Nuggets
2016-10-30,Reggie Bullock,Pistons
2016-10-30,Lucas Nogueira,Raptors
2016-10-30,Chinanu Onuaku,Rockets
2016-10-30,Derrick Jones Jr.,Suns
2016-10-30,John Jenkins,Suns
2016-10-30,Cameron Payne,Thunder
2016-10-30,Josh Huestis,Thunder
2016-10-30,John Lucas III,Timberwolves
2016-10-30,Nikola Pekovic,Timberwolves
2016-10-30,Meyers Leonard,Blazers
2016-10-30,Jerian Grant,Bulls
2016-10-30,Brice Johnson,Clippers
2016-10-30,Tiago Splitter,Hawks
2016-10-30,Danuel House,Wizards
2016-10-30,Ian Mahinmi,Wizards
2016-10-30,Aaron Harrison,Hornets
2016-10-30,Ron Baker,Knicks
2016-10-30,Rodney Stuckey,Pacers
2016-10-30,R.J. Hunter,Bulls
2016-10-30,Jeremy Lamb,Hornets
2016-10-30,Roy Hibbert,Hornets
2016-10-30,Stephen Zimmerman Jr.,Magic
2016-10-30,Brook Lopez,Nets
2016-10-30,Greivis Vasquez,Nets
2016-10-30,Patrick McCaw,Warriors
2016-10-30,Thomas Robinson,Lakers
2016-10-30,A.J. Hammons,Mavericks
2016-10-30,LaMarcus Aldridge,Spurs
2016-10-31,Nerlens Noel,76ers
2016-10-31,Danny Green,Spurs
2016-10-31,Patrick Beverley,Rockets
2016-10-31,Jared Sullinger,Raptors
2016-10-31,Jerryd Bayless,76ers
2016-10-31,Festus Ezeli,Blazers
2016-10-31,Shabazz Napier,Blazers
2016-10-31,Michael Beasley,Bucks
2016-10-31,Cristiano Felicio,Bulls
2016-10-31,Paul Pierce,Clippers
2016-10-31,Brandan Wright,Grizzlies
2016-10-31,Chandler Parsons,Grizzlies
2016-10-31,Chris Bosh,Heat
2016-10-31,Josh McRoberts,Heat
2016-10-31,Wayne Ellington,Heat
2016-10-31,Alec Burks,Jazz
2016-10-31,Devin Harris,Mavericks
2016-10-31,Caris LeVert,Nets
2016-10-31,Darrell Arthur,Nuggets
2016-10-31,Aaron Brooks,Pacers
2016-10-31,Quincy Pondexter,Pelicans
2016-10-31,Tyreke Evans,Pelicans
2016-10-31,Reggie Jackson ,Pistons
2016-10-31,Delon Wright,Raptors
2016-10-31,Tim Quarterman,Blazers
2016-10-31,Gordon Hayward,Jazz
2016-10-31,Marshall Plumlee,Knicks
2016-10-31,Ben Simmons,76ers
2016-10-31,Khris Middleton,Bucks
2016-10-31,Kelly Olynyk,Celtics
2016-10-31,Marcus Smart,Celtics
2016-10-31, Mike Scott,Hawks
2016-10-31,Giorgios Papagiannis ,Kings
2016-10-31,Ivica Zubac,Lakers
2016-10-31,Jodie Meeks,Magic
2016-10-31,Randy Foye,Nets
2016-10-31,Gary Harris,Nuggets
2016-10-31,Reggie Bullock,Pistons
2016-10-31,Lucas Nogueira,Raptors
2016-10-31,Chinanu Onuaku,Rockets
2016-10-31,Derrick Jones Jr.,Suns
2016-10-31,Cameron Payne,Thunder
2016-10-31,Josh Huestis,Thunder
2016-10-31,John Lucas III,Timberwolves
2016-10-31,Nikola Pekovic,Timberwolves
2016-10-31,Meyers Leonard,Blazers
2016-10-31,Jerian Grant,Bulls
2016-10-31,Brice Johnson,Clippers
2016-10-31,Tiago Splitter,Hawks
2016-10-31,Danuel House,Wizards
2016-10-31,Ian Mahinmi,Wizards
2016-10-31,Aaron Harrison,Hornets
2016-10-31,Ron Baker,Knicks
2016-10-31,Rodney Stuckey,Pacers
2016-10-31,R.J. Hunter,Bulls
2016-10-31,Jeremy Lamb,Hornets
2016-10-31,Roy Hibbert,Hornets
2016-10-31,Stephen Zimmerman Jr.,Magic
2016-10-31,Brook Lopez,Nets
2016-10-31,Greivis Vasquez,Nets
2016-10-31,Patrick McCaw,Warriors
2016-10-31,Thomas Robinson,Lakers
2016-10-31,A.J. Hammons,Mavericks
2016-10-31,LaMarcus Aldridge,Spurs
2016-10-31,Omri Casspi,Kings
2016-10-31,Devin Booker,Suns
2016-10-31,Ricky Rubio,Timberwolves
2016-11-01,Nerlens Noel,76ers
2016-11-01,Danny Green,Spurs
2016-11-01,Patrick Beverley,Rockets
2016-11-01,Jared Sullinger,Raptors
2016-11-01,Jerryd Bayless,76ers
2016-11-01,Festus Ezeli,Blazers
2016-11-01,Shabazz Napier,Blazers
2016-11-01,Michael Beasley,Bucks
2016-11-01,Cristiano Felicio,Bulls
2016-11-01,Paul Pierce,Clippers
2016-11-01,Brandan Wright,Grizzlies
2016-11-01,Chandler Parsons,Grizzlies
2016-11-01,Chris Bosh,Heat
2016-11-01,Josh McRoberts,Heat
2016-11-01,Wayne Ellington,Heat
2016-11-01,Alec Burks,Jazz
2016-11-01,Devin Harris,Mavericks
2016-11-01,Caris LeVert,Nets
2016-11-01,Darrell Arthur,Nuggets
2016-11-01,Quincy Pondexter,Pelicans
2016-11-01,Tyreke Evans,Pelicans
2016-11-01,Reggie Jackson ,Pistons
2016-11-01,Delon Wright,Raptors
2016-11-01,Tim Quarterman,Blazers
2016-11-01,Gordon Hayward,Jazz
2016-11-01,Marshall Plumlee,Knicks
2016-11-01,Ben Simmons,76ers
2016-11-01,Khris Middleton,Bucks
2016-11-01,Kelly Olynyk,Celtics
2016-11-01,Marcus Smart,Celtics
2016-11-01, Mike Scott,Hawks
2016-11-01,Giorgios Papagiannis ,Kings
2016-11-01,Ivica Zubac,Lakers
2016-11-01,Jodie Meeks,Magic
2016-11-01,Randy Foye,Nets
2016-11-01,Gary Harris,Nuggets
2016-11-01,Reggie Bullock,Pistons
2016-11-01,Lucas Nogueira,Raptors
2016-11-01,Chinanu Onuaku,Rockets
2016-11-01,Derrick Jones Jr.,Suns
2016-11-01,Cameron Payne,Thunder
2016-11-01,Josh Huestis,Thunder
2016-11-01,Nikola Pekovic,Timberwolves
2016-11-01,Meyers Leonard,Blazers
2016-11-01,Jerian Grant,Bulls
2016-11-01,Brice Johnson,Clippers
2016-11-01,Tiago Splitter,Hawks
2016-11-01,Danuel House,Wizards
2016-11-01,Ian Mahinmi,Wizards
2016-11-01,Aaron Harrison,Hornets
2016-11-01,Ron Baker,Knicks
2016-11-01,Rodney Stuckey,Pacers
2016-11-01,R.J. Hunter,Bulls
2016-11-01,Jeremy Lamb,Hornets
2016-11-01,Roy Hibbert,Hornets
2016-11-01,Brook Lopez,Nets
2016-11-01,Greivis Vasquez,Nets
2016-11-01,Patrick McCaw,Warriors
2016-11-01,Thomas Robinson,Lakers
2016-11-01,A.J. Hammons,Mavericks
2016-11-01,Omri Casspi,Kings
2016-11-01,Devin Booker,Suns
2016-11-01,Ricky Rubio,Timberwolves
2016-11-01,Steve Novak,Bucks
2016-11-01,Doug McDermott,Bulls
2016-11-01,Michael Carter-Williams,Bulls
2016-11-01,Kay Felder,Cavaliers
2016-11-01,Marc Gasol,Grizzlies
2016-11-01,Mike Conley Jr.,Grizzlies
2016-11-01,Boris Diaw,Jazz
2016-11-01,Will Barton,Nuggets
2016-11-01,Rakeem Christmas,Pacers
2016-11-01,Davis Bertans,Spurs
2016-11-02,Nerlens Noel,76ers
2016-11-02,Danny Green,Spurs
2016-11-02,Patrick Beverley,Rockets
2016-11-02,Jared Sullinger,Raptors
2016-11-02,Jerryd Bayless,76ers
2016-11-02,Festus Ezeli,Blazers
2016-11-02,Shabazz Napier,Blazers
2016-11-02,Michael Beasley,Bucks
2016-11-02,Cristiano Felicio,Bulls
2016-11-02,Paul Pierce,Clippers
2016-11-02,Brandan Wright,Grizzlies
2016-11-02,Chandler Parsons,Grizzlies
2016-11-02,Chris Bosh,Heat
2016-11-02,Josh McRoberts,Heat
2016-11-02,Wayne Ellington,Heat
2016-11-02,Alec Burks,Jazz
2016-11-02,Devin Harris,Mavericks
2016-11-02,Caris LeVert,Nets
2016-11-02,Darrell Arthur,Nuggets
2016-11-02,Quincy Pondexter,Pelicans
2016-11-02,Tyreke Evans,Pelicans
2016-11-02,Reggie Jackson ,Pistons
2016-11-02,Delon Wright,Raptors
2016-11-02,Tim Quarterman,Blazers
2016-11-02,Gordon Hayward,Jazz
2016-11-02,Marshall Plumlee,Knicks
2016-11-02,Ben Simmons,76ers
2016-11-02,Khris Middleton,Bucks
2016-11-02,Kelly Olynyk,Celtics
2016-11-02, Mike Scott,Hawks
2016-11-02,Giorgios Papagiannis ,Kings
2016-11-02,Jodie Meeks,Magic
2016-11-02,Randy Foye,Nets
2016-11-02,Gary Harris,Nuggets
2016-11-02,Reggie Bullock,Pistons
2016-11-02,Chinanu Onuaku,Rockets
2016-11-02,Derrick Jones Jr.,Suns
2016-11-02,Cameron Payne,Thunder
2016-11-02,Josh Huestis,Thunder
2016-11-02,Nikola Pekovic,Timberwolves
2016-11-02,Meyers Leonard,Blazers
2016-11-02,Brice Johnson,Clippers
2016-11-02,Tiago Splitter,Hawks
2016-11-02,Danuel House,Wizards
2016-11-02,Ian Mahinmi,Wizards
2016-11-02,Rodney Stuckey,Pacers
2016-11-02,Jeremy Lamb,Hornets
2016-11-02,Roy Hibbert,Hornets
2016-11-02,Brook Lopez,Nets
2016-11-02,Greivis Vasquez,Nets
2016-11-02,Patrick McCaw,Warriors
2016-11-02,A.J. Hammons,Mavericks
2016-11-02,Omri Casspi,Kings
2016-11-02,Ricky Rubio,Timberwolves
2016-11-02,Steve Novak,Bucks
2016-11-02,Doug McDermott,Bulls
2016-11-02,Michael Carter-Williams,Bulls
2016-11-02,Kay Felder,Cavaliers
2016-11-02,Boris Diaw,Jazz
2016-11-02,Will Barton,Nuggets
2016-11-02,Rakeem Christmas,Pacers
2016-11-02,Davis Bertans,Spurs
2016-11-02,Joel Embiid,76ers
2016-11-02,Al Horford,Celtics
2016-11-02,Jae Crowder,Celtics
2016-11-02,Jarell Martin,Grizzlies
2016-11-02,Christian Wood,Hornets
2016-11-02,Willy Hernangomez,Knicks
2016-11-02,Ron Artest,Lakers
2016-11-02,Timofey Mozgov,Lakers
2016-11-02,Wes Matthews Jr.,Mavericks
2016-11-02,Jeremy Lin,Nets
2016-11-02,Dante Cunningham,Pelicans
2016-11-02,John Jenkins,Suns
2016-11-03,Nerlens Noel,76ers
2016-11-03,Danny Green,Spurs
2016-11-03,Patrick Beverley,Rockets
2016-11-03,Jared Sullinger,Raptors
2016-11-03,Jerryd Bayless,76ers
2016-11-03,Festus Ezeli,Blazers
2016-11-03,Shabazz Napier,Blazers
2016-11-03,Michael Beasley,Bucks
2016-11-03,Cristiano Felicio,Bulls
2016-11-03,Paul Pierce,Clippers
2016-11-03,Brandan Wright,Grizzlies
2016-11-03,Chandler Parsons,Grizzlies
2016-11-03,Chris Bosh,Heat
2016-11-03,Josh McRoberts,Heat
2016-11-03,Wayne Ellington,Heat
2016-11-03,Alec Burks,Jazz
2016-11-03,Devin Harris,Mavericks
2016-11-03,Caris LeVert,Nets
2016-11-03,Quincy Pondexter,Pelicans
2016-11-03,Tyreke Evans,Pelicans
2016-11-03,Reggie Jackson ,Pistons
2016-11-03,Delon Wright,Raptors
2016-11-03,Tim Quarterman,Blazers
2016-11-03,Gordon Hayward,Jazz
2016-11-03,Marshall Plumlee,Knicks
2016-11-03,Ben Simmons,76ers
2016-11-03,Khris Middleton,Bucks
2016-11-03,Kelly Olynyk,Celtics
2016-11-03, Mike Scott,Hawks
2016-11-03,Giorgios Papagiannis ,Kings
2016-11-03,Jodie Meeks,Magic
2016-11-03,Randy Foye,Nets
2016-11-03,Gary Harris,Nuggets
2016-11-03,Reggie Bullock,Pistons
2016-11-03,Derrick Jones Jr.,Suns
2016-11-03,Cameron Payne,Thunder
2016-11-03,Josh Huestis,Thunder
2016-11-03,Nikola Pekovic,Timberwolves
2016-11-03,Meyers Leonard,Blazers
2016-11-03,Brice Johnson,Clippers
2016-11-03,Tiago Splitter,Hawks
2016-11-03,Danuel House,Wizards
2016-11-03,Ian Mahinmi,Wizards
2016-11-03,Rodney Stuckey,Pacers
