Date,Team,Name,In_Out
2012-04-25,76ers,Lou Williams,Out
2012-04-25,76ers,Thaddeus Young,Out
2012-04-25,Bucks,Carlos Delfino,Out
2012-04-25,Bucks,Drew Gooden,Out
2012-04-25,Bucks,Ersan Ilyasova,Out
2012-04-25,Bucks,Monta Ellis,Out
2012-04-25,Clippers,Chris Paul,Out
2012-04-25,Pacers,Kyrylo Fesenko,Out
2012-04-25,Pacers,Leandro Barbosa,Out
2012-04-25,Spurs, Tony Parker,Out
2012-04-25,Spurs,Manu Ginobili,Out
2012-04-25,Spurs,Gary Neal,Out
2012-04-25,Spurs,Tim Duncan,Out
2012-04-25,Suns,Channing Frye,Out
2012-04-25,Suns,Grant Hill,Out
2012-04-25,Warriors,Stephen Curry,Out
2012-04-25,Wizards,Jordan Crawford,Out
2012-04-25,Wizards,Trevor Booker,Out
2012-04-25,Spurs,Cory Joseph,In
2012-04-26,76ers,Andre Iguodala,Out
2012-04-26,76ers,Jrue Holiday,Out
2012-04-26,76ers,Lou Williams,Out
2012-04-26,76ers,Thaddeus Young,Out
2012-04-26,Blazers,Jamal Crawford,Out
2012-04-26,Blazers,LaMarcus Aldridge,Out
2012-04-26,Blazers,Raymond Felton,Out
2012-04-26,Bobcats,Derrick Brown,Out
2012-04-26,Bobcats,Reggie Williams,Out
2012-04-26,Bucks,Carlos Delfino,Out
2012-04-26,Bucks,Drew Gooden,Out
2012-04-26,Bucks,Ersan Ilyasova,Out
2012-04-26,Bucks,Monta Ellis,Out
2012-04-26,Bulls,Derrick Rose,Out
2012-04-26,Bulls,Kyle Korver,Out
2012-04-26,Bulls,Luol Deng,Out
2012-04-26,Bulls,Brian Scalabrine,In
2012-04-26,Cavaliers,Kyrie Irving,Out
2012-04-26,Cavaliers,Omri Casspi,Out
2012-04-26,Celtics,Greg Stiemsma,Out
2012-04-26,Celtics,Mickael Pietrus,In
2012-04-26,Grizzlies,Josh Selby,Out
2012-04-26,Grizzlies,Gilbert Arenas,In
2012-04-26,Hawks,Jannero Pargo,Out
2012-04-26,Hawks,Erick Dampier,In
2012-04-26,Heat,Chris Bosh,Out
2012-04-26,Heat,Dwyane Wade,Out
2012-04-26,Heat,LeBron James,Out
2012-04-26,Heat,Eddy Curry,In
2012-04-26,Heat,Ronny Turiaf,In
2012-04-26,Hornets,Chris Kaman,Out
2012-04-26,Hornets,Gustavo Ayon,Out
2012-04-26,Hornets,Trevor Ariza,Out
2012-04-26,Jazz,Earl Watson,Out
2012-04-26,Jazz,Raja Bell,In
2012-04-26,Kings,Hassan Whiteside,Out
2012-04-26,Knicks,Baron Davis,Out
2012-04-26,Knicks,Carmelo Anthony,Out
2012-04-26,Knicks,Toney Douglas,Out
2012-04-26,Knicks,Tyson Chandler,Out
2012-04-26,Lakers,Andrew Bynum,Out
2012-04-26,Lakers,Kobe Bryant,Out
2012-04-26,Lakers,Matt Barnes,Out
2012-04-26,Lakers,Pau Gasol,Out
2012-04-26,Lakers,Christian Eyenga,In
2012-04-26,Magic,Glen Davis,Out
2012-04-26,Magic,J.J. Redick,Out
2012-04-26,Magic,Jameer Nelson,Out
2012-04-26,Magic,Jason Richardson,Out
2012-04-26,Magic,Ryan Anderson,Out
2012-04-26,Magic,Hedo Turkoglu,In
2012-04-26,Nets,Deron Williams,Out
2012-04-26,Nets,Gerald Wallace,Out
2012-04-26,Nets,Jordan Farmar,Out
2012-04-26,Nets,Kris Humphries,Out
2012-04-26,Nets,Shelden Williams,Out
2012-04-26,Pistons,Walker Russell Jr.,Out
2012-04-26,Pistons,Ben Wallace,In
2012-04-26,Raptors,Jose Calderon,Out
2012-04-26,Raptors,Linas Kleiza,Out
2012-04-26,Rockets,Chandler Parsons,Out
2012-04-26,Rockets,Earl Boykins,Out
2012-04-26,Rockets,Kyle Lowry,Out
2012-04-26,Rockets,Marcus Camby,Out
2012-04-26,Rockets,Courtney Simpson,In
2012-04-26,Rockets,Greg Smith ,In
2012-04-26,Spurs,Manu Ginobili,Out
2012-04-26,Spurs,Gary Neal,Out
2012-04-26,Spurs,Kawhi Leonard,Out
2012-04-26,Spurs,Stephen Jackson,Out
2012-04-26,Warriors,Andris Biedrins,Out
2012-04-26,Warriors,Richard Jefferson,Out
2012-04-26,Wizards,Jordan Crawford,Out
2012-04-26,Warriors,David Lee,Out
2012-04-26,Warriors,David Lee,Out
2012-04-28,76ers,Xavier Silas,Out
2012-04-28,Bulls,Brian Scalabrine,Out
2012-04-28,Bulls,Derrick Rose,Out
2012-04-28,Heat,Eddy Curry,Out
2012-04-28,Heat,Terrel Harris,Out
2012-04-28,Heat,Chris Bosh,In
2012-04-28,Heat,Dwyane Wade,In
2012-04-28,Knicks,Iman Shumpert,Out
2012-04-28,Knicks,Toney Douglas,Out
2012-04-28,Mavericks,Dominique Jones,Out
2012-04-28,Pacers,Kyrylo Fesenko,Out
2012-04-28,Thunder,Reggie Jackson ,Out
2012-04-29,Celtics,JaJuan Johnson,Out
2012-04-29,Clippers,Caron Butler,Out
2012-04-29,Clippers,Travis Leslie,Out
2012-04-29,Lakers,Darius Morris,Out
2012-04-29,Spurs,Cory Joseph,Out
2012-04-29,Spurs,Derrick Byars,Out
2012-04-30,Knicks,Amar'e Stoudemire,Out
2012-04-30,Knicks,Iman Shumpert,Out
2012-04-30,Knicks,Toney Douglas,In
2012-04-30,Magic,DeAndre Liggins,Out
2012-04-30,Nuggets,Wilson Chandler,Out
2012-05-01,Bulls,Derrick Rose,Out
2012-05-01,Bulls,Brian Scalabrine,In
2012-05-01,Rockets,Kyle Lowry,Out
2012-05-02,Clippers,Caron Butler,Out
2012-05-02,Clippers,Travis Leslie,In
2012-05-02,Grizzlies,Jeremy Pargo,Out
2012-05-02,Grizzlies,Josh Selby,In
2012-05-02,Spurs,Tiago Splitter,Out
2012-05-02,Suns,Channing Frye,Out
2012-05-03,Bucks,Carlos Delfino,Out
2012-05-03,Knicks,Amar'e Stoudemire,Out
2012-05-04,Celtics,Sean Williams,Out
2012-05-04,Celtics,Ray Allen,In
2012-05-04,Hawks,Josh Smith,Out
2012-05-05,Clippers,Travis Leslie,Out
2012-05-05,Clippers,Caron Butler,In
2012-05-06,Bulls,Joakim Noah,Out
2012-05-06,Hawks,Jerry Stackhouse,Out
2012-05-06,Hawks,Al Horford,In
2012-05-06,Knicks,Baron Davis,Out
2012-05-06,Knicks,Amar'e Stoudemire,In
2012-05-07,Bucks,Luc Mbah a Moute,Out
2012-05-08,Bulls,Joakim Noah,Out
2012-05-09,Knicks,Baron Davis,Out
2012-05-10,Blazers,LaMarcus Aldridge,Out
2012-05-10,Bulls,Joakim Noah,Out
2012-05-10,Lakers,Ron Artest,Out
2012-05-10,Lakers,Darius Morris,In
2012-05-12,76ers,Craig Brackins,Out
2012-05-12,76ers,Xavier Silas,In
2012-05-12,Bulls,Derrick Rose,Out
2012-05-12,Lakers,Christian Eyenga,Out
2012-05-12,Lakers,Ron Artest,In
2012-05-15,Heat,Chris Bosh,Out
2012-05-15,Heat,Terrel Harris,In
2012-05-15,Timberwolves,Nikola Pekovic,Out
2012-05-16,Nuggets,Al Harrington,Out
2012-05-21,Celtics,Avery Bradley,Out
2012-05-21,Celtics,Sean Williams,In
2012-05-25,Celtics,Avery Bradley,Out
2012-06-05,Heat,Terrel Harris,Out
2012-06-05,Heat,Chris Bosh,In
2012-06-12,Heat,Dexter Pittman,Out
2012-06-12,Heat,James Jones ,Out
2012-06-12,Heat,Terrel Harris,In
2012-06-14,Celtics,Mickael Pietrus,Out
2012-06-14,Celtics,Ray Allen,Out
2012-07-10,Heat,Dwyane Wade,Out
2012-07-11,Thunder,Hollis Thompson,Out
2012-07-12,Clippers,Blake Griffin,Out
2012-07-12,Thunder,Kendrick Perkins,Out
2012-07-14,Cavaliers,Kyrie Irving,Out
2012-07-16,Clippers,Blake Griffin,Out
2012-07-18,Cavaliers,Kyrie Irving,Out
2012-07-19,Thunder,Kendrick Perkins,Out
2012-07-27,Hornets,Austin Rivers,Out
2012-08-05,Hornets,Robin Lopez,Out
2012-08-21,Clippers,Chris Paul,Out
2012-09-07,Knicks,Ronnie Brewer,Out
2012-09-11,Blazers,Elliot Williams,Out
2012-09-14,Blazers,Elliot Williams,Out
2012-09-20,Suns,Channing Frye,Out
2012-09-24,Lakers,Steve Blake,Out
2012-09-26,Grizzlies,Darrell Arthur,Out
2012-09-28,Wizards,John Wall ,Out
2012-10-01,76ers,Andrew Bynum,Out
2012-10-10,Knicks,Chris Smith ,Out
2012-10-17,Timberwolves,Kevin Love,Out
2012-10-19,Mavericks,Dirk Nowitzki,Out
2012-10-21,Knicks,Amar'e Stoudemire,Out
2012-10-30,Bulls,Derrick Rose,Out
2012-10-30,Cavaliers,Jeremy Pargo,Out
2012-10-30,Cavaliers,Luke Harangody,Out
2012-10-30,Celtics,Darko Milicic,Out
2012-10-30,Celtics,Fab Melo,Out
2012-10-30,Clippers,Grant Hill,Out
2012-10-30,Heat,Dexter Pittman,Out
2012-10-30,Heat,Joel Anthony,Out
2012-10-30,Knicks,Amar'e Stoudemire,Out
2012-10-30,Knicks,Iman Shumpert,Out
2012-10-30,Lakers,Darius Johnson-Odom,Out
2012-10-30,Lakers,Earl Clark,Out
2012-10-30,Mavericks,Chris Kaman,Out
2012-10-30,Mavericks,Dirk Nowitzki,Out
2012-10-30,Mavericks,Jared Cunningham,Out
2012-10-30,Nuggets,Julyan Stone,Out
2012-10-30,Pacers,Danny Granger,Out
2012-10-30,Spurs,Manu Ginobili,Out
2012-10-30,Wizards,John Wall ,Out
2012-10-30,Wizards,Kevin Seraphin,Out
2012-10-30,Wizards,Nene Hilario ,Out
2012-10-30,Celtics,Avery Bradley,Out
2012-10-30,Celtics,Avery Bradley,Out
2012-10-31,76ers,Andrew Bynum,Out
2012-10-31,76ers,Kwame Brown,Out
2012-10-31,Blazers,Elliot Williams,Out
2012-10-31,Blazers,Ronnie Price,Out
2012-10-31,Bulls,Derrick Rose,Out
2012-10-31,Clippers,Chauncey Billups,Out
2012-10-31,Clippers,Grant Hill,Out
2012-10-31,Clippers,Trey Thompkins,Out
2012-10-31,Grizzlies,Darrell Arthur,Out
2012-10-31,Hornets,Eric Gordon,Out
2012-10-31,Jazz,Earl Watson,Out
2012-10-31,Kings,Tyler Honeycutt,Out
2012-10-31,Mavericks,Jared Cunningham,In
2012-10-31,Nuggets,Danilo Gallinari,Out
2012-10-31,Nuggets,Julyan Stone,Out
2012-10-31,Nuggets,Timofey Mozgov,Out
2012-10-31,Pacers,Danny Granger,Out
2012-10-31,Pacers,Miles Plumlee,Out
2012-10-31,Pistons,Corey Maggette,Out
2012-10-31,Pistons,Viacheslav Kravstov ,Out
2012-10-31,Raptors,Dominic McGuire,Out
2012-10-31,Raptors,Quincy Acy,Out
2012-10-31,Rockets,Patrick Patterson,Out
2012-10-31,Rockets,Scott Machado,Out
2012-10-31,Spurs,Manu Ginobili,Out
2012-10-31,Suns,Channing Frye,Out
2012-10-31,Suns,Diante Garrett,Out
2012-10-31,Warriors,Andris Biedrins,Out
2012-10-31,Warriors,Jeremy Tyler,Out
2012-10-31,Warriors,Kent Bazemore,Out
2012-11-01,Thunder,Daniel Orton,Out
2012-11-02,Bobcats,DeSagana Diop,Out
2012-11-02,Bucks,John Henson,Out
2012-11-02,Bucks,Luc Mbah a Moute,Out
2012-11-02,Hawks,Johan Petro,Out
2012-11-02,Heat,Terrel Harris,Out
2012-11-02,Heat,Joel Anthony,In
2012-11-02,Knicks,Amar'e Stoudemire,Out
2012-11-02,Knicks,Iman Shumpert,Out
2012-11-02,Knicks,Marcus Camby,Out
2012-11-02,Lakers,Steve Nash,Out
2012-11-02,Lakers,Earl Clark,In
2012-11-02,Magic,Al Harrington,Out
2012-11-02,Magic,DeQuan Jones,Out
2012-11-02,Magic,Gustavo Ayon,Out
2012-11-02,Magic,Moe Harkless,Out
2012-11-02,Pacers,Jeff Ayres,Out
2012-11-02,Pacers,Miles Plumlee,In
2012-11-02,Rockets,Greg Smith ,Out
2012-11-02,Rockets,Patrick Patterson,In
2012-11-02,Timberwolves,Kevin Love,Out
2012-11-02,Timberwolves,Ricky Rubio,Out
2012-11-03,Blazers,Sasha Pavlovic,Out
2012-11-03,Blazers,Ronnie Price,In
2012-11-03,Heat,Josh Harrellson,Out
2012-11-03,Heat,Terrel Harris,In
2012-11-03,Hornets,Anthony Davis,Out
2012-11-03,Mavericks,Rodrigue Beaubois,Out
2012-11-03,Mavericks,Chris Kaman,In
2012-11-03,Nets,Jerry Stackhouse,Out
2012-11-03,Nets,Josh Childress,Out
2012-11-03,Nuggets,Wilson Chandler,Out
2012-11-03,Raptors,Dominic McGuire,In
2012-11-03,Rockets,Royce White,Out
2012-11-03,Rockets,Scott Machado,In
2012-11-03,Spurs,Cory Joseph,Out
2012-11-03,Spurs,Manu Ginobili,In
2012-11-03,Warriors,Andrew Bogut,Out
2012-11-03,Warriors,Jeremy Tyler,In
2012-11-03,Warriors,Kent Bazemore,In
2012-11-03,Wizards,Kevin Seraphin,In
2012-11-03,Warriors,Brandon Rush,Out
2012-11-03,Warriors,Brandon Rush,Out
2012-11-04,Hawks,Josh Smith,Out
2012-11-04,Magic,Hedo Turkoglu,Out
2012-11-04,Magic,Jameer Nelson,Out
2012-11-04,Magic,DeQuan Jones,In
2012-11-04,Pistons,Khris Middleton,Out
2012-11-04,Pistons,Viacheslav Kravstov ,In
2012-11-05,76ers,Jason Richardson,Out
2012-11-05,Blazers,Victor Claver,Out
2012-11-05,Blazers,Sasha Pavlovic,In
2012-11-05,Nets,Gerald Wallace,Out
2012-11-05,Nets,Jerry Stackhouse,In
2012-11-05,Suns,Diante Garrett,In
2012-11-05,Warriors,Kent Bazemore,Out
2012-11-05,Warriors,Andrew Bogut,In
2012-11-06,Bobcats,Gerald Henderson Jr.,Out
2012-11-06,Magic,Jameer Nelson,Out
2012-11-06,Mavericks,Shawn Marion,Out
2012-11-06,Nuggets,Quincy Miller,Out
2012-11-06,Nuggets,Timofey Mozgov,In
2012-11-06,Pistons,Viacheslav Kravstov ,Out
2012-11-06,Pistons,Khris Middleton,In
2012-11-07,76ers,Jason Richardson,Out
2012-11-07,76ers,Kwame Brown,Out
2012-11-07,Bobcats,Gerald Henderson Jr.,Out
2012-11-07,Bobcats,DeSagana Diop,In
2012-11-07,Bucks,Beno Udrih,Out
2012-11-07,Bucks,John Henson,In
2012-11-07,Cavaliers,Anderson Varejao,Out
2012-11-07,Cavaliers,Tyler Zeller,Out
2012-11-07,Cavaliers,Jeremy Pargo,In
2012-11-07,Cavaliers,Luke Harangody,In
2012-11-07,Heat,Terrel Harris,Out
2012-11-07,Heat,Josh Harrellson,In
2012-11-07,Hornets,Anthony Davis,Out
2012-11-07,Hornets,Austin Rivers,Out
2012-11-07,Lakers,Earl Clark,Out
2012-11-07,Magic,Jameer Nelson,Out
2012-11-07,Magic,Moe Harkless,In
2012-11-07,Mavericks,Rodrigue Beaubois,Out
2012-11-07,Mavericks,Shawn Marion,Out
2012-11-07,Mavericks,Rodrigue Beaubois,In
2012-11-07,Nuggets,Wilson Chandler,Out
2012-11-07,Nuggets,Quincy Miller,In
2012-11-07,Pistons,Khris Middleton,Out
2012-11-07,Pistons,Viacheslav Kravstov ,In
2012-11-07,Raptors,Kyle Lowry,Out
2012-11-07,Raptors,Quincy Acy,In
2012-11-07,Rockets,Scott Machado,Out
2012-11-07,Rockets,Greg Smith ,In
2012-11-07,Suns,Kendall Marshall,Out
2012-11-07,Kings,Tyler Honeycutt,In
2012-11-08,Warriors,Andrew Bogut,Out
2012-11-09,76ers,Jason Richardson,Out
2012-11-09,76ers,Kwame Brown,Out
2012-11-09,Bucks,Drew Gooden,Out
2012-11-09,Bucks,Beno Udrih,In
2012-11-09,Cavaliers,Anderson Varejao,In
2012-11-09,Heat,Dwyane Wade,Out
2012-11-09,Kings,Tyler Honeycutt,Out
2012-11-09,Kings,John Salmons,In
2012-11-09,Knicks,Marcus Camby,In
2012-11-09,Lakers,Darius Johnson-Odom,In
2012-11-09,Magic,DeQuan Jones,Out
2012-11-09,Magic,Jameer Nelson,Out
2012-11-09,Nets,MarShon Brooks,Out
2012-11-09,Nets,Josh Childress,In
2012-11-09,Pacers,Orlando Johnson,Out
2012-11-09,Pacers,Jeff Ayres,In
2012-11-09,Spurs,Stephen Jackson,Out
2012-11-09,Spurs,Cory Joseph,In
2012-11-09,Thunder,Hasheem Thabeet,Out
2012-11-09,Thunder,Daniel Orton,In
2012-11-09,Timberwolves,Jose Barea ,Out
2012-11-09,Warriors,Kent Bazemore,In
2012-11-09,Lakers,Devin Ebanks,Out
2012-11-10,76ers,Jason Richardson,Out
2012-11-10,76ers,Kwame Brown,Out
2012-11-10,Jazz,Mo Williams,Out
2012-11-10,Pacers,Miles Plumlee,Out
2012-11-10,Pacers,Orlando Johnson,In
2012-11-10,Pistons,Viacheslav Kravstov ,Out
2012-11-10,Pistons,Khris Middleton,In
2012-11-10,Raptors,Landry Fields,Out
2012-11-10,Spurs, Tony Parker,Out
2012-11-10,Spurs,DeJuan Blair,Out
2012-11-10,Spurs,Stephen Jackson,In
2012-11-10,Timberwolves,Brandon Roy,Out
2012-11-10,Timberwolves,Jose Barea ,Out
2012-11-10,Warriors,Jeremy Tyler,Out
2012-11-11,Cavaliers,Luke Harangody,Out
2012-11-11,Heat,Terrel Harris,Out
2012-11-11,Heat,Dwyane Wade,In
2012-11-11,Lakers,Earl Clark,In
2012-11-11,Timberwolves,Chase Budinger,Out
2012-11-12,76ers,Kwame Brown,Out
2012-11-12,Bulls,Kirk Hinrich,Out
2012-11-12,Heat,Josh Harrellson,Out
2012-11-12,Heat,Terrel Harris,In
2012-11-12,Nuggets,Quincy Miller,Out
2012-11-12,Nuggets,Wilson Chandler,In
2012-11-12,Raptors,Alan Anderson,Out
2012-11-12,Thunder,Daniel Orton,Out
2012-11-12,Thunder,Hasheem Thabeet,In
2012-11-12,Timberwolves,Brandon Roy,Out
2012-11-12,Timberwolves,Chase Budinger,Out
2012-11-12,Timberwolves,Jose Barea ,Out
2012-11-13,Blazers,Will Barton,Out
2012-11-13,Blazers,Victor Claver,In
2012-11-13,Kings,Francisco Garcia,Out
2012-11-13,Lakers,Earl Clark,Out
2012-11-13,Lakers,Steve Blake,Out
2012-11-13,Lakers,Devin Ebanks,In
2012-11-13,Magic,DeQuan Jones,Out
2012-11-13,Magic,Jameer Nelson,Out
2012-11-13,Pacers,Orlando Johnson,Out
2012-11-13,Pacers,Miles Plumlee,In
2012-11-13,Spurs,Cory Joseph,Out
2012-11-13,Spurs, Tony Parker,In
2012-11-13,Timberwolves,Chase Budinger,Out
2012-11-13,Rockets,Royce White,In
2012-11-14,Bulls,Kirk Hinrich,In
2012-11-14,Hawks,Al Horford,Out
2012-11-14,Hawks,Devin Harris,Out
2012-11-14,Hawks,Devin Harris,Out
2012-11-14,Hawks,Johan Petro,In
2012-11-14,Pistons,Rodney Stuckey,Out
2012-11-14,Pistons,Corey Maggette,In
2012-11-14,Rockets,Donatas Motiejunas,Out
2012-11-14,Suns,Diante Garrett,Out
2012-11-14,Timberwolves,Brandon Roy,Out
2012-11-14,Timberwolves,Chase Budinger,Out
2012-11-14,Timberwolves,Jose Barea ,Out
2012-11-14,Timberwolves,Nikola Pekovic,Out
2012-11-14,Celtics,Kris Joseph,Out
2012-11-15,Celtics,Rajon Rondo,Out
2012-11-15,Heat,Dwyane Wade,Out
2012-11-15,Heat,Josh Harrellson,In
2012-11-15,Nets,Tornike Shengelia,Out
2012-11-15,Nets,MarShon Brooks,In
2012-11-15,Nuggets,Wilson Chandler,Out
2012-11-15,Raptors,Landry Fields,Out
2012-11-15,Spurs,Gary Neal,Out
2012-11-16,Blazers,Nolan Smith,Out
2012-11-16,Blazers,Will Barton,In
2012-11-16,Cavaliers,Luke Harangody,Out
2012-11-16,Hawks,DeShawn Stevenson,Out
2012-11-16,Hawks,Devin Harris,In
2012-11-16,Mavericks,Jared Cunningham,Out
2012-11-16,Mavericks,Shawn Marion,In
2012-11-16,Pacers,Ben Hansbrough,Out
2012-11-16,Pacers,Orlando Johnson,In
2012-11-16,Pistons,Kim English,Out
2012-11-16,Pistons,Rodney Stuckey,In
2012-11-16,Rockets,Carlos Delfino,Out
2012-11-16,Spurs,Kawhi Leonard,Out
2012-11-16,Timberwolves,Brandon Roy,Out
2012-11-16,Timberwolves,Chase Budinger,Out
2012-11-16,Timberwolves,Jose Barea ,Out
2012-11-16,Timberwolves,Nikola Pekovic,Out
2012-11-17,Cavaliers,Jon Leuer,Out
2012-11-17,Cavaliers,Tyler Zeller,In
2012-11-17,Celtics,Jason Collins,Out
2012-11-17,Mavericks,Rodrigue Beaubois,Out
2012-11-17,Nuggets,Anthony Randolph,Out
2012-11-17,Nuggets,Wilson Chandler,Out
2012-11-17,Nuggets,Julyan Stone,In
2012-11-17,Spurs,Kawhi Leonard,Out
2012-11-18,Blazers,Joel Freeland,Out
2012-11-18,Blazers,Nolan Smith,In
2012-11-18,Cavaliers,Daniel Gibson,Out
2012-11-18,Magic,J.J. Redick,Out
2012-11-18,Nets,Keith Bogans,Out
2012-11-18,Nets,Gerald Wallace,In
2012-11-18,Pacers,Orlando Johnson,Out
2012-11-18,Pacers,Ben Hansbrough,In
2012-11-18,Rockets,Carlos Delfino,Out
2012-11-19,Bobcats,Tyrus Thomas,Out
2012-11-19,Cavaliers,Kyrie Irving,Out
2012-11-19,Hawks,Johan Petro,Out
2012-11-19,Hawks,DeShawn Stevenson,In
2012-11-19,Pacers,Miles Plumlee,Out
2012-11-19,Pacers,Orlando Johnson,In
2012-11-19,Rockets,Carlos Delfino,Out
2012-11-19,Spurs,Kawhi Leonard,Out
2012-11-19,Spurs,Stephen Jackson,Out
2012-11-19,Spurs,Gary Neal,In
2012-11-19,Timberwolves,Brandon Roy,Out
2012-11-19,Warriors,Richard Jefferson,Out
2012-11-20,Hornets,Anthony Davis,Out
2012-11-20,Nets,Tyshawn Taylor,Out
2012-11-20,Nets,Keith Bogans,In
2012-11-20,Raptors,Kyle Lowry,In
2012-11-21,Blazers,J.J. Hickson,Out
2012-11-21,Blazers,Joel Freeland,In
2012-11-21,Cavaliers,Daniel Gibson,Out
2012-11-21,Cavaliers,Kyrie Irving,Out
2012-11-21,Cavaliers,Jon Leuer,In
2012-11-21,Clippers,Caron Butler,Out
2012-11-21,Heat,Josh Harrellson,Out
2012-11-21,Heat,Rashard Lewis,Out
2012-11-21,Heat,Dwyane Wade,In
2012-11-21,Hornets,Anthony Davis,Out
2012-11-21,Nets,Gerald Wallace,Out
2012-11-21,Nets,Jerry Stackhouse,Out
2012-11-21,Nets,Tornike Shengelia,In
2012-11-21,Nets,Tyshawn Taylor,In
2012-11-21,Pistons,Khris Middleton,Out
2012-11-21,Pistons,Kim English,In
2012-11-21,Rockets,Carlos Delfino,Out
2012-11-21,Rockets,Cole Aldrich,Out
2012-11-21,Rockets,Daequan Cook,Out
2012-11-21,Spurs,Kawhi Leonard,Out
2012-11-21,Spurs,Stephen Jackson,Out
2012-11-21,Timberwolves,Brandon Roy,Out
2012-11-21,Timberwolves,Chase Budinger,Out
2012-11-21,Timberwolves,Kevin Love,In
2012-11-21,Warriors,Richard Jefferson,Out
2012-11-21,Wizards,Trevor Booker,Out
2012-11-21,Wizards,Nene Hilario ,In
2012-11-21,Pacers,Orlando Johnson,Out
2012-11-21,Pacers,Miles Plumlee,In
2012-11-21,Spurs,Cory Joseph,In
2012-11-23,Blazers,Victor Claver,Out
2012-11-23,Blazers,J.J. Hickson,In
2012-11-23,Grizzlies,Darrell Arthur,In
2012-11-23,Hornets,Anthony Davis,Out
2012-11-23,Jazz,Kevin Murphy,Out
2012-11-23,Jazz,Earl Watson,In
2012-11-23,Knicks,Rasheed Wallace,Out
2012-11-23,Nets,Mirza Teletovic,Out
2012-11-23,Nets,Tornike Shengelia,Out
2012-11-23,Nets,Gerald Wallace,In
2012-11-23,Nets,Jerry Stackhouse,In
2012-11-23,Rockets,Carlos Delfino,Out
2012-11-23,Rockets,Cole Aldrich,Out
2012-11-23,Thunder,DeAndre Liggins,Out
2012-11-23,Warriors,Richard Jefferson,Out
2012-11-24,Bobcats,Bismack Biyombo,Out
2012-11-24,Hawks,DeShawn Stevenson,Out
2012-11-24,Hawks,Devin Harris,Out
2012-11-24,Hawks,Johan Petro,In
2012-11-24,Heat,Terrel Harris,Out
2012-11-24,Heat,Dexter Pittman,In
2012-11-24,Jazz,Mo Williams,Out
2012-11-24,Lakers,Earl Clark,In
2012-11-24,Warriors,Richard Jefferson,Out
2012-11-25,Blazers,LaMarcus Aldridge,Out
2012-11-25,Hornets,Anthony Davis,Out
2012-11-25,Nuggets,Anthony Randolph,In
2012-11-26,Grizzlies,Mike Conley Jr.,Out
2012-11-26,Hornets,Anthony Davis,Out
2012-11-26,Jazz,Mo Williams,Out
2012-11-26,Knicks,Jason Kidd,Out
2012-11-26,Wizards,Nene Hilario ,Out
2012-11-26,Wizards,Shaun Livingston,Out
2012-11-27,Cavaliers,Daniel Gibson,Out
2012-11-27,Rockets,Carlos Delfino,Out
2012-11-27,Rockets,Cole Aldrich,Out
2012-11-27,Rockets,Donatas Motiejunas,In
2012-11-27,Rockets,Scott Machado,In
2012-11-28,Bobcats,Bismack Biyombo,In
2012-11-28,Clippers,Chauncey Billups,In
2012-11-28,Hawks,Johan Petro,Out
2012-11-28,Hawks,Devin Harris,In
2012-11-28,Hornets,Anthony Davis,Out
2012-11-28,Jazz,Mo Williams,Out
2012-11-28,Knicks,Jason Kidd,Out
2012-11-28,Mavericks,Darren Collison,Out
2012-11-28,Mavericks,Jared Cunningham,In
2012-11-28,Raptors,Andrea Bargnani,Out
2012-11-28,Rockets,Chandler Parsons,Out
2012-11-28,Timberwolves,Andrei Kirilenko,Out
2012-11-29,Heat,Shane Battier,Out
2012-11-29,Heat,Terrel Harris,In
2012-11-29,Nuggets,Julyan Stone,Out
2012-11-29,Spurs, Tony Parker,Out
2012-11-29,Spurs,Danny Green,Out
2012-11-29,Spurs,Manu Ginobili,Out
2012-11-29,Spurs,Tim Duncan,Out
2012-11-29,Warriors,Richard Jefferson,Out
2012-11-29,Cavaliers,Luke Harangody,In
2012-11-30,Cavaliers,Kevin Jones,Out
2012-11-30,Grizzlies,Tony Allen,Out
2012-11-30,Hawks,Kyle Korver,Out
2012-11-30,Hawks,Johan Petro,In
2012-11-30,Jazz,Marvin Williams,Out
2012-11-30,Kings,Tyreke Evans,Out
2012-11-30,Knicks,Jason Kidd,Out
2012-11-30,Magic,Jameer Nelson,Out
2012-11-30,Nets,Brook Lopez,Out
2012-11-30,Nets,Mirza Teletovic,In
2012-11-30,Pacers,Ben Hansbrough,Out
2012-11-30,Pacers,Orlando Johnson,In
2012-11-30,Pistons,Austin Daye,Out
2012-11-30,Pistons,Kim English,Out
2012-11-30,Pistons,Viacheslav Kravstov ,In
2012-11-30,Timberwolves,Andrei Kirilenko,Out
2012-11-30,Celtics,Kris Joseph,In
2012-12-01,76ers,Nick Young,Out
2012-12-01,Bucks,Beno Udrih,Out
2012-12-01,Bucks,Ekpe Udoh,Out
2012-12-01,Bucks,Mike Dunleavy Jr.,Out
2012-12-01,Bucks,Drew Gooden,In
2012-12-01,Bucks,Luc Mbah a Moute,In
2012-12-01,Hornets,Anthony Davis,Out
2012-12-01,Jazz,Derrick Favors,Out
2012-12-01,Jazz,Marvin Williams,Out
2012-12-01,Kings,Tyreke Evans,Out
2012-12-01,Mavericks,Rodrigue Beaubois,Out
2012-12-01,Mavericks,Darren Collison,In
2012-12-01,Pacers,Miles Plumlee,Out
2012-12-01,Pacers,Ben Hansbrough,In
2012-12-01,Pistons,Viacheslav Kravstov ,Out
